         50          1         29      86,00       4,00      43,10       3,00          3         14          0          2m          4          1          0          1          1          0          1          0          1          1          1          0          0          1          0          1
         44          1         21      68,00       3,00      33,70       3,00          4          0          0          1m          2          1          1          1          1          1          0          1          1          1          1          1          1          0          0          1
         51          1         12      37,00       2,00      18,70       2,00          4         18          0          3m          2          0          1          1          0          1          0          0          1          1          1          0          1          0          0          0
         35          0         15      34,00       2,00      16,90       2,00          3         12          0          2m          3          1          1          0          0          0          0          0          1          1          1          0          1          1          1          1
         54          0         14     292,00       4,00      72,40       3,00          1         37          0          3f          2          0          0          1          0          0          1          1          1          1          1          0          0          0          0          0
         55          0         19      86,00       4,00      43,10       3,00          5          3          0          1f          1          0          0          0          0          0          1          0          1          1          1          0          0          0          1          1
         23          0          0      28,00       2,00      13,90       1,00          3          2          0          1f          1          0          0          0          0          1          1          0          1          1          1          0          0          0          1          1
         54          1         30     103,00       4,00      52,30       3,00          1         29          0          3f          2          0          0          0          0          0          1          0          1          1          1          0          0          0          0          1
         45          0         10     148,00       4,00      75,00       3,00          3         18          0          3f          1          1          0          1          0          0          1          1          1          1          1          1          0          0          1          1
         32          1         10      18,00       1,00       8,80       1,00          2          4          0          1f          2          0          0          0          0          0          0          0          1          1          1          0          0          0          1          1
         51          1         21      45,00       2,00      23,70       2,00          3         10          0          2m          2          0          0          0          1          0          0          0          1          1          1          0          0          0          0          0
         48          1         17     163,00       4,00      81,00       3,00          4         21          0          3m          2          1          1          0          0          1          0          1          1          1          1          0          0          1          0          1
         40          1         19      29,00       2,00      14,50       1,00          3          3          0          1m          3          1          1          1          0          0          0          1          1          1          1          0          1          0          0          1
         49          0         27      39,00       2,00      19,50       2,00          1         20          0          3m          1          0          1          1          1          0          0          0          1          1          1          0          0          0          0          1
         43          1         15      91,00       4,00      45,40       3,00          2         24          0          3m          4          0          1          1          1          0          1          0          1          1          1          0          1          0          0          0
         26          0          1      31,00       2,00      15,60       2,00          1          8          0          2f          1          0          0          0          0          1          1          0          1          1          1          0          1          0          1          1
         41          0         18     152,00       4,00      74,60       3,00          1         22          0          3f          5          0          0          0          0          0          0          0          1          1          1          0          1          0          1          1
         43          1          6      70,00       3,00      34,90       3,00          2         18          0          3f          2          0          0          1          0          0          0          0          1          1          1          0          1          0          1          1
         30          0          3      25,00       2,00      12,40       1,00          2          5          0          2f          1          0          0          0          0          0          1          1          1          0          1          0          0          0          1          1
         41          0          6      90,00       4,00      45,00       3,00          2         18          0          3f          1          1          0          0          0          1          1          1          1          1          1          1          1          1          1          1
         37          1         16      46,00       2,00      23,20       2,00          1         18          0          3f          7          0          0          0          1          0          0          0          1          1          1          0          0          0          0          1
         25          0          4      15,00       1,00       7,30       1,00          3          0          0          1m          1          0          0          0          0          0          0          0          1          1          1          0          0          0          1          1
         35          0         10      21,00       1,00      10,20       1,00          2          0          0          1f          1          0          0          1          0          0          0          0          1          1          1          0          0          0          1          1
         41          1         14      71,00       3,00      35,60       3,00          4          9          0          2f          4          1          1          1          0          1          0          1          1          1          1          0          1          0          0          1
         34          0         10      23,00       1,00      11,80       1,00          2         12          0          2m          1          1          0          1          0          0          1          1          1          1          1          0          0          0          1          1
         19          0          0      14,00       1,00       7,00       1,00          2          0          0          1f          1          0          0          0          0          1          0          0          1          1          1          0          1          0          1          1
         34          1          5      41,00       2,00      20,70       2,00          4          8          0          2m          2          0          0          1          0          0          0          0          1          1          1          1          1          0          1          1
         41          1         10      44,00       2,00      22,00       2,00          4         17          0          3f          2          0          0          0          0          1          0          0          1          1          1          0          0          0          0          1
         36          0         15      87,00       4,00      43,40       3,00          4         11          0          2m          1          0          1          0          0          1          0          1          1          1          1          0          1          0          1          1
         28          1          4      68,00       3,00      34,80       3,00          1          8          0          2m          6          1          0          0          0          0          1          0          1          1          1          0          0          0          0          1
         54          0          5     130,00       4,00      64,80       3,00          1         33          0          3f          1          0          0          0          0          0          0          0          1          1          1          0          0          0          1          1
         36          1          8      78,00       4,00      38,80       3,00          2         16          0          3f          4          0          0          1          0          0          1          0          1          1          1          0          0          0          1          0
         57          0         13    1070,00       4,00      74,70       3,00          3         36          0          3f          1          1          1          0          0          1          1          0          1          1          1          0          0          0          0          1
         41          0         16      42,00       2,00      21,90       2,00          1         21          0          3m          1          0          0          1          1          0          1          1          1          1          1          0          0          0          0          1
         31          1          3      45,00       2,00      22,60       2,00          3          1          0          1m          3          0          1          0          0          0          0          0          1          1          1          0          1          0          0          1
         23          1          3      31,00       2,00      15,20       2,00          4          0          0          1f          3          0          0          0          0          0          0          1          1          1          1          0          1          0          1          1
         54          0         23     151,00       4,00      75,70       3,00          4         18          0          3m          1          0          1          0          0          1          0          0          1          1          1          0          0          0          0          1
         49          0         20     104,00       4,00      51,70       3,00          3         17          0          3f          1          0          1          0          0          0          0          0          1          1          1          1          0          0          1          1
         54          1         31     120,00       4,00      59,40       3,00          1         26          0          3m          2          0          1          1          1          0          0          1          1          1          1          0          1          0          0          1
         36          1          5      33,00       2,00      16,10       2,00          3          3          0          1f          6          1          0          0          1          1          1          1          1          1          1          0          1          0          1          1
         33          0         13      58,00       3,00      28,80       2,00          5          5          0          2f          3          1          1          0          0          1          1          1          1          1          1          1          1          0          1          1
         56          1         13      46,00       2,00      23,70       2,00          3          1          0          1m          2          0          1          0          0          0          0          0          1          1          1          0          1          0          1          1
         32          1         12      33,00       2,00      16,50       2,00          1         12          0          2f          4          0          0          0          0          0          1          0          1          1          1          0          0          0          0          1
         58          1         11      47,00       2,00      24,70       2,00          1         17          0          3m          6          1          0          1          0          1          0          0          1          1          1          0          0          0          0          1
         49          1         27      43,00       2,00      21,50       2,00          1         17          0          3f          2          1          0          1          1          0          1          1          1          1          1          1          0          0          1          1
         67          1         28      35,00       2,00      17,20       2,00          3         22          1          3m          2          0          0          1          1          0          1          0          1          1          1          0          1          0          0          1
         55          0          1      59,00       3,00      29,40       2,00          2         11          0          2f          1          0          0          0          0          8          1          0          1          1          1          0          0          0          1          1
         72          0          1      20,00       1,00       9,90       1,00          2         24          1          3f          1          0          1          1          0          0          0          1          1          1          1          0          0          0          0          0
         38          1          6      45,00       2,00      23,70       2,00          3          8          0          2f          2          0          0          0          0          0          1          0          1          1          1          0          0          0          0          1
         47          0          3      81,00       4,00      40,70       3,00          2         21          0          3m          1          0          0          1          0          0          0          1          1          1          1          0          0          0          1          1
         25          1          3      15,00       1,00       7,50       1,00          2          0          0          1f          3          0          0          0          1          0          1          0          1          1          1          0          1          0          1          1
         62          0         41      15,00       1,00       7,50       1,00          4         16          1          3f          1          0          1          0          0          0          0          0          1          1          1          0          1          0          0          0
         55          1          4     111,00       4,00      55,10       3,00          2         16          0          3f          4          1          0          1          1          1          1          0          1          1          1          0          0          0          1          1
         28          0          8      18,00       1,00       9,10       1,00          2          0          0          1f          1          1          0          1          0          1          1          1          1          0          1          1          1          0          1          1
         34          0         11      19,00       1,00       9,50       1,00          5          0          0          1m          1          0          1          0          0          1          0          0          1          1          1          1          1          0          0          1
         53          1         33     128,00       4,00      63,10       3,00          2         20          0          3m          2          1          1          0          0          0          0          0          1          1          1          0          1          0          0          1
         42          1         22      59,00       3,00      29,70       2,00          3          2          0          1m          2          0          1          1          1          0          1          1          1          1          1          0          0          1          0          1
         56          1          4     119,00       4,00      60,00       3,00          2         19          0          3m          5          1          1          1          1          0          1          1          1          1          1          1          1          1          1          1
         39          1          5     112,00       4,00      55,20       3,00          4          1          0          1m          2          1          0          1          0          1          1          1          1          1          1          1          0          0          1          1
         45          1          7      61,00       3,00      30,00       3,00          3         12          0          2m          2          1          1          1          1          1          0          0          1          1          1          0          1          1          0          1
         31          0         10      27,00       2,00      14,00       1,00          2          5          0          2f          1          0          0          0          0          0          0          1          1          1          1          0          0          0          1          1
         35          1          7     152,00       4,00      76,10       3,00          4          3          0          1m          2          1          1          0          0          0          1          1          1          1          1          1          1          1          1          1
         67          1          1     186,00       4,00      94,30       3,00          3         22          0          3f          2          1          1          1          0          0          1          1          1          1          1          0          0          0          0          1
         46          0          5      47,00       2,00      23,60       2,00          1         19          0          3f          1          0          0          1          0          0          0          1          1          1          1          0          0          0          0          1
         44          1         18      73,00       3,00      36,20       3,00          5          0          0          1f          2          0          0          0          0          0          0          1          1          1          1          0          1          0          1          1
         21          1          2      19,00       1,00       9,40       1,00          2          2          0          1f          5          0          1          1          1          0          0          0          1          1          1          0          0          0          0          1
         22          1          1      21,00       1,00      10,70       1,00          2          0          0          1m          3          0          1          0          0          0          0          0          1          1          1          0          1          0          0          1
         43          1         13      67,00       3,00      32,60       3,00          1         17          0          3m          2          1          1          1          1          9          1          1          1          1          1          0          1          1          0          1
         60          1         24      60,00       3,00      29,90       2,00          2         20          0          3m          3          0          1          1          0          1          1          1          1          1          1          0          1          0          0          1
         35          1         13      68,00       3,00      34,20       3,00          3          2          0          1m          3          0          0          0          0          0          1          1          1          1          1          0          0          0          1          1
         55          0         28     183,00       4,00      91,30       3,00          2         33          0          3f          1          1          1          1          1          0          1          1          1          1          1          0          0          0          0          1
         30          1          2      33,00       2,00      16,10       2,00          1          4          0          1f          4          0          1          0          0          0          1          0          1          1          1          0          0          0          1          0
         37          1          3      46,00       2,00      23,00       2,00          3         10          0          2f          6          0          0          0          0          0          0          0          1          1          1          0          0          0          0          1
         24          0          3      28,00       2,00      14,40       1,00          4          0          0          1m          3          1          0          0          1          1          1          1          1          1          0          0          1          0          1          0
         63          0         34      69,00       3,00      36,30       3,00          1         21          0          3m          1          0          1          1          1          0          1          1          1          1          1          0          0          0          1          0
         43          0         23      44,00       2,00      21,40       2,00          1         10          0          2f          3          1          1          0          0          0          1          0          1          1          1          0          1          0          0          1
         22          1          1      29,00       2,00      14,00       1,00          4          0          0          1m          2          1          0          1          1          1          1          1          1          1          0          0          1          1          1          1
         37          0          6      17,00       1,00       8,50       1,00          4          3          0          1m          1          1          0          0          0          1          1          0          1          1          0          1          1          0          0          1
         30          1          4      47,00       2,00      24,10       2,00          5          1          0          1m          2          1          0          1          0          9          1          1          1          1          1          0          1          0          1          1
         44          1          4      80,00       4,00      41,00       3,00          4         13          0          2f          5          1          1          1          0          1          1          1          1          1          1          1          1          0          1          1
         40          1         17      59,00       3,00      29,50       2,00          1         13          0          2f          3          1          1          0          0          0          1          0          1          1          1          0          0          0          0          1
         23          0          3      31,00       2,00      15,10       2,00          3          2          0          1m          1          0          1          1          0          0          1          0          1          1          1          0          0          0          0          1
         53          1          0     117,00       4,00      58,40       3,00          5          3          0          1m          2          1          1          1          1          1          0          0          1          1          1          1          1          0          0          1
         64          1         26      16,00       1,00       7,90       1,00          1         25          1          3m          4          0          1          1          0          0          1          1          1          1          1          0          0          0          0          0
         51          0         23      77,00       4,00      38,20       3,00          3          0          0          1f          2          1          1          0          1          0          0          1          1          1          1          0          0          0          0          1
         36          0          4      29,00       2,00      14,50       1,00          3          5          0          2m          2          1          0          0          1          0          1          1          1          1          1          1          1          1          1          1
         55          0          5     718,00       4,00      76,90       3,00          3         33          0          3m          1          1          1          0          1          0          1          1          1          1          1          1          0          0          0          1
         29          0          6      38,00       2,00      19,20       2,00          3          4          0          1f          1          1          1          0          1          1          1          1          1          1          1          0          0          0          0          1
         29          0          0      30,00       2,00      15,00       2,00          3          7          0          2m          2          0          1          1          0          1          0          1          1          1          1          0          1          0          0          1
         60          1          8     114,00       4,00      56,20       3,00          4         27          0          3m          4          0          1          1          1          0          0          0          1          1          1          0          0          0          0          1
         49          0         28      38,00       2,00      18,40       2,00          4          0          0          1f          1          0          0          0          0          0          1          1          1          1          1          0          0          0          1          1
         39          1         13      19,00       1,00       9,20       1,00          5          9          0          2m          2          1          0          0          1          1          1          1          1          1          1          1          1          1          1          1
         57          0         37      44,00       2,00      20,70       2,00          1         13          0          2f          1          0          1          1          0          0          0          0          1          1          1          0          0          0          0          0
         23          0          3      23,00       1,00      11,60       1,00          1          0          0          1m          4          1          0          1          1          0          1          1          1          1          1          0          0          0          1          1
         30          0         11      29,00       2,00      14,70       1,00          2          6          0          2m          1          1          0          1          0          0          1          1          1          1          1          0          0          0          0          1
         50          1         27      34,00       2,00      16,40       2,00          1          6          0          2f          4          0          0          1          0          0          1          1          1          1          1          0          0          0          0          0
         63          0          2      16,00       1,00       7,80       1,00          3         23          1          3f          1          0          0          0          0          0          0          0          1          0          1          0          0          1          1          1
         53          0         32      34,00       2,00      16,80       2,00          3         12          0          2f          1          1          0          1          0          1          0          0          1          1          1          0          1          0          0          1
         37          0          2      46,00       2,00      23,40       2,00          3         12          0          2m          1          1          1          0          0          1          0          0          1          1          1          1          1          1          1          1
         46          0         12      38,00       2,00      19,20       2,00          3          6          0          2f          2          0          0          1          0          0          0          0          1          1          1          0          0          0          0          1
         38          0          8      20,00       1,00       9,50       1,00          2          3          0          1m          1          0          0          0          0          1          0          0          1          1          1          0          1          0          0          1
         28          1          1      23,00       1,00      11,50       1,00          1          5          0          2f          5          0          1          1          0          0          1          0          1          1          1          0          1          0          1          1
         29          1         10      34,00       2,00      16,70       2,00          4          1          0          1m          7          1          1          1          0          0          1          1          1          1          1          0          1          1          1          1
         37          0          9      41,00       2,00      20,30       2,00          4          2          0          1m          1          0          0          0          0          1          0          1          1          0          1          0          0          0          1          1
         42          0         17      50,00       3,00      25,80       2,00          3          3          0          1m          1          1          1          0          0          0          0          0          1          1          1          0          1          0          1          1
         49          0          3      31,00       2,00      15,90       2,00          2          0          0          1m          2          0          0          1          0          0          1          1          1          1          1          0          1          1          1          1
         77          1         47      36,00       2,00      18,10       2,00          4         44          1          3m          2          1          1          1          1          0          1          1          1          1          1          1          1          0          0          1
         47          1          6      25,00       2,00      12,30       1,00          1          6          0          2f          5          1          0          0          0          0          1          1          1          1          1          0          0          0          1          1
         32          1         12      55,00       3,00      27,60       2,00          5          0          0          1f          2          0          1          0          0          1          0          0          1          1          1          0          1          0          0          1
         37          0         10      65,00       3,00      31,50       3,00          2         19          0          3m          1          0          0          0          0          0          0          1          1          1          1          0          0          0          1          1
         43          1         21      21,00       1,00      10,30       1,00          2          4          0          1f          4          0          1          1          1          0          1          1          1          1          1          0          1          0          0          0
         51          1         20      77,00       4,00      38,30       3,00          2         19          0          3f          2          1          1          1          0          0          1          0          1          1          1          1          0          0          0          1
         22          0          0      20,00       1,00       9,50       1,00          3          0          0          1m          1          1          0          0          0          0          0          1          1          0          1          0          0          0          1          1
         26          1          1      23,00       1,00      11,30       1,00          1         10          0          2f          5          0          1          1          1          0          0          1          1          1          1          0          1          0          1          1
         42          1         23      41,00       2,00      20,50       2,00          1         12          0          2m          6          0          0          0          0          0          0          1          1          1          1          0          0          0          0          1
         58          1         29     496,00       4,00      75,80       3,00          3         34          0          3f          2          1          1          1          1          0          1          1          1          1          1          0          1          1          0          1
         50          0         20      50,00       3,00      24,60       2,00          1         16          0          3f          2          0          0          1          0          0          0          0          1          1          1          0          1          0          1          1
         42          1         12      75,00       4,00      37,10       3,00          3         18          0          3m          2          0          1          0          0          0          0          0          1          1          1          0          0          0          0          1
         46          0          1      99,00       4,00      48,60       3,00          3          8          0          2m          2          0          1          0          0          0          0          1          1          1          1          0          0          0          1          1
         42          0         23      23,00       1,00      11,10       1,00          3          2          0          1f          1          0          0          1          0          1          0          1          1          1          1          0          1          0          1          1
         62          0         39      86,00       4,00      42,30       3,00          4         33          1          3f          1          1          1          1          1          0          1          1          1          1          1          1          1          1          0          1
         32          0         13      49,00       2,00      24,40       2,00          2          7          0          2m          4          1          0          1          1          0          1          1          1          1          1          1          1          1          1          1
         39          0         11      57,00       3,00      28,60       2,00          1         19          0          3f          1          0          0          1          1          0          1          1          1          1          1          0          0          0          0          1
         27          0          5      26,00       2,00      12,60       1,00          1          9          0          2m          1          0          0          0          0          0          0          1          1          1          1          1          0          0          1          1
         38          0          2      43,00       2,00      21,90       2,00          3          5          0          2m          1          1          1          1          0          0          1          1          1          1          1          0          1          1          1          1
         59          0         10      39,00       2,00      19,60       2,00          3          1          0          1m          1          1          1          1          0          0          1          0          1          1          1          0          1          0          0          1
         34          1          4      27,00       2,00      13,60       1,00          2          3          0          1m          2          0          0          0          0          0          1          1          1          1          1          1          1          0          1          1
         36          1         16      40,00       2,00      20,30       2,00          2         13          0          2m          2          0          1          1          0          0          0          1          1          1          1          0          1          1          0          1
         43          1          6      34,00       2,00      17,70       2,00          2          6          0          2m          3          0          0          0          0          1          1          0          1          1          1          0          1          0          1          1
         41          1         22      24,00       1,00      11,90       1,00          1          5          0          2f          4          0          1          0          0          9          1          1          1          1          1          0          0          0          0          1
         58          1          9      20,00       1,00      10,20       1,00          4         20          1          3f          2          1          1          1          1          1          1          1          1          1          1          0          0          0          0          1
         29          0          3      38,00       2,00      18,70       2,00          2          8          0          2f          1          1          0          1          0          1          1          1          1          0          1          0          0          0          1          1
         30          0          9      39,00       2,00      19,40       2,00          5          0          0          1m          1          0          0          0          0          1          1          1          1          1          1          0          0          0          1          1
         28          0          2      22,00       1,00      11,10       1,00          3          1          0          1f          2          0          0          0          0          0          0          0          1          1          1          0          1          0          1          1
         43          1         15      39,00       2,00      19,50       2,00          4          6          0          2f          6          0          0          0          0          0          1          0          1          1          1          0          0          0          1          1
         36          0          8      40,00       2,00      18,50       2,00          1         13          0          2f          1          1          1          1          1          0          1          1          1          1          1          1          0          1          0          0
         33          0          8      53,00       3,00      26,20       2,00          4         10          0          2f          1          0          0          1          0          9          1          1          1          1          1          0          1          0          0          1
         54          1         12      39,00       2,00      18,90       2,00          3          3          0          1f          2          1          1          0          0          1          0          0          1          1          1          0          1          1          1          1
         46          0         23      60,00       3,00      30,50       3,00          1         14          0          2m          1          1          0          0          0          0          0          0          1          1          1          1          1          0          1          1
         25          0          6      31,00       2,00      15,30       2,00          2          3          0          1m          6          0          0          0          0          0          1          1          1          0          1          0          0          1          0          1
         43          1          4     117,00       4,00      58,30       3,00          2         23          0          3f          2          0          0          0          0          0          0          0          1          1          1          0          0          0          1          0
         32          0          0      19,00       1,00       9,30       1,00          5          2          0          1f          1          0          0          1          0          0          0          0          1          1          1          0          0          0          1          1
         53          0         19      31,00       2,00      15,80       2,00          2          4          0          1m          1          1          1          0          0          0          0          1          1          1          1          0          1          0          1          0
         46          1         17     195,00       4,00      95,50       3,00          4         19          0          3f          2          1          0          0          0          1          0          1          1          1          1          1          0          0          1          1
         28          1          9      19,00       1,00       9,30       1,00          5          2          0          1f          5          1          0          0          1          0          1          1          1          1          0          0          1          0          1          1
         46          1         10      53,00       3,00      26,30       2,00          2         10          0          2m          3          0          1          0          1          0          0          1          1          1          1          0          0          0          0          1
         36          1         13      29,00       2,00      14,50       1,00          3          3          0          1f          5          0          1          0          0          1          0          0          1          1          1          0          1          0          0          1
         33          1         13      22,00       1,00      11,00       1,00          2         10          0          2f          3          0          0          0          0          0          0          1          1          1          1          0          1          0          1          1
         34          1         10      29,00       2,00      14,30       1,00          5          4          0          1f          4          0          1          1          0          8          1          0          1          1          1          0          0          0          1          1
         57          0          9     525,00       4,00      58,00       3,00          3         34          0          3f          1          0          1          1          1          0          1          1          1          1          1          0          0          1          1          1
